kuupäev;vooluhulk_m3s;veetase_cm;veetemp_c;valideeritud
2021-03-13;336;129;0,6;jah
2021-03-14;286;119;0,6;jah
2021-03-15;378;142;0,6;jah
2021-03-16;341;133;0,6;jah
2021-03-17;338;133;0,6;jah
2021-03-18;347;134;0,6;jah
2021-03-19;280;117;0,6;jah
2021-03-20;313;149;0,6;jah
2021-03-21;352;144;0,7;jah
2021-03-22;368;156;0,6;jah
2021-03-23;357;137;0,7;jah
2021-03-24;359;138;0,9;jah
2021-03-25;344;134;0,9;jah
2021-03-26;337;132;1;jah
2021-03-27;298;120;1,3;jah
2021-03-28;349;137;1,5;jah
2021-03-29;325;130;1,6;jah
2021-03-30;400;147;1,9;jah
2021-03-31;422;151;2;jah
2021-04-01;459;157;2,3;jah
2021-04-02;472;160;2,4;jah
2021-04-03;437;154;2,4;jah
2021-04-04;480;163;2,5;jah
2021-04-05;503;164;1,7;jah
2021-04-06;507;168;1,3;jah
2021-04-07;484;162;2;jah
2021-04-08;543;175;2,3;jah
2021-04-09;581;189;2,4;jah
2021-04-10;552;175;3;jah
2021-04-11;489;159;3,1;jah
2021-04-12;451;158;3,8;jah
2021-04-13;526;169;4,3;jah
2021-04-14;505;166;4,4;jah
2021-04-15;462;156;4,7;jah
2021-04-16;403;145;4,9;jah
2021-04-17;397;144;5,2;jah
2021-04-18;362;137;5,4;jah
2021-04-19;355;136;6;jah
2021-04-20;350;135;6,5;jah
2021-04-21;384;142;7;jah
2021-04-22;419;149;7,1;jah
2021-04-23;447;156;7,3;jah
2021-04-24;501;164;7,1;jah
2021-04-25;488;163;6,8;jah
2021-04-26;439;153;6,4;jah
2021-04-27;380;141;6,4;jah
2021-04-28;362;138;6,1;jah
2021-04-29;326;127;6,4;jah
2021-04-30;332;131;6,8;jah
2021-05-01;363;136;6,9;jah
2021-05-02;315;125;7,3;jah
2021-05-03;315;127;7,2;jah
2021-05-04;331;127;6,4;jah
2021-05-05;254;108;6,3;jah
2021-05-06;356;138;6,5;jah
2021-05-07;408;148;6,6;jah
2021-05-08;453;157;6,8;jah
2021-05-09;381;140;7;jah
2021-05-10;320;127;7,7;jah
2021-05-11;334;130;8,7;jah
2021-05-12;349;135;10,2;jah
2021-05-13;367;138;11,4;jah
2021-05-14;368;139;12,3;jah
2021-05-15;411;148;12,9;jah
2021-05-16;399;144;13,3;jah
2021-05-17;371;139;13,9;jah
2021-05-18;403;147;14,2;jah
2021-05-19;449;157;14,8;jah
2021-05-20;503;163;14,7;jah
2021-05-21;557;179;14,2;jah
2021-05-22;490;155;13,8;jah
2021-05-23;539;163;13,5;jah
2021-05-24;626;177;13;jah
2021-05-25;488;154;13,3;jah
2021-05-26;451;140;13;jah
2021-05-27;612;167;12,8;jah
2021-05-28;620;160;13;jah
2021-05-29;614;155;13,3;jah
2021-05-30;613;153;13,6;jah
2021-05-31;645;156;14;jah
2021-06-01;573;144;14,4;jah
2021-06-02;555;141;15;jah
2021-06-03;526;136;15,5;jah
2021-06-04;533;136;16,3;jah
2021-06-05;545;137;17,1;jah
2021-06-06;561;138;17,1;jah
2021-06-07;541;133;18,1;jah
2021-06-08;501;126;18,4;jah
2021-06-09;463;120;18,7;jah
2021-06-10;529;130;18,9;jah
2021-06-11;483;129;18,7;jah
2021-06-12;449;130;18,6;jah
2021-06-13;485;144;18,7;jah
2021-06-14;427;140;18,5;jah
2021-06-15;395;143;18,3;jah
2021-06-16;361;139;18,5;jah
2021-06-17;340;136;19,2;jah
2021-06-18;327;132;20;jah
2021-06-19;315;127;20,9;jah
2021-06-20;336;131;22,2;jah
2021-06-21;329;126;23,2;jah
2021-06-22;334;132;24,1;jah
2021-06-23;362;136;24,8;jah
2021-06-24;370;135;25;jah
2021-06-25;361;133;25,2;jah
2021-06-26;395;139;25,5;jah
2021-06-27;405;140;25,5;jah
2021-06-28;432;144;25,1;jah
2021-06-29;433;144;24,3;jah
2021-06-30;405;137;24;jah
2021-07-01;347;123;24,1;jah
2021-07-02;347;122;24;jah
2021-07-03;343;120;23,6;jah
2021-07-04;336;117;23,4;jah
2021-07-05;325;112;23,5;jah
2021-07-06;330;114;23,6;jah
2021-07-07;335;114;23,7;jah
2021-07-08;352;118;24,3;jah
2021-07-09;356;118;24,9;jah
2021-07-10;366;118;25,6;jah
2021-07-11;380;122;26,4;jah
2021-07-12;372;117;26,4;jah
2021-07-13;351;113;26,1;jah
2021-07-14;346;113;26,5;jah
2021-07-15;355;117;26,9;jah
2021-07-16;379;123;27,1;jah
2021-07-17;369;121;26,6;jah
2021-07-18;392;130;26,3;jah
2021-07-19;424;137;25,5;jah
2021-07-20;450;142;24;jah
2021-07-21;440;142;22,8;jah
2021-07-22;458;155;21,7;jah
2021-07-23;432;141;21,1;jah
2021-07-24;383;132;21;jah
2021-07-25;348;125;21,3;jah
2021-07-26;318;118;22,1;jah
2021-07-27;284;110;22,7;jah
2021-07-28;295;115;23;jah
2021-07-29;323;125;23;jah
2021-07-30;351;133;22,6;jah
2021-07-31;360;136;21,6;jah
2021-08-01;361;137;21,2;jah
2021-08-02;355;138;20,7;jah
2021-08-03;363;156;20,1;jah
2021-08-04;361;139;19,7;jah
2021-08-05;331;133;19,9;jah
2021-08-06;280;117;19,8;jah
2021-08-07;219;101;19,5;jah
2021-08-08;278;119;19,4;jah
2021-08-09;280;124;19,6;jah
2021-08-10;286;124;19,8;jah
2021-08-11;269;119;20,1;jah
2021-08-12;305;132;20,1;jah
2021-08-13;326;136;20,3;jah
2021-08-14;306;132;20,2;jah
2021-08-15;333;149;20;jah
2021-08-16;307;131;19,5;jah
2021-08-17;313;136;19,6;jah
2021-08-18;379;152;19,5;jah
2021-08-19;398;156;18,6;jah
2021-08-20;416;159;18,1;jah
2021-08-21;395;157;18;jah
2021-08-22;430;163;17,9;jah
2021-08-23;416;161;17,5;jah
2021-08-24;357;148;16,8;jah
2021-08-25;337;142;16,2;jah
2021-08-26;246;116;15,8;jah
2021-08-27;258;120;15,6;jah
2021-08-28;266;123;16;jah
2021-08-29;284;127;16,3;jah
2021-08-30;281;125;16,4;jah
2021-08-31;284;126;16,4;jah
2021-09-01;343;141;16,4;jah
2021-09-02;352;148;15,9;jah
2021-09-03;351;154;15;jah
2021-09-04;327;138;14,2;jah
2021-09-05;308;129;13,7;jah
2021-09-06;293;123;13,4;jah
2021-09-07;291;122;13,6;jah
2021-09-08;315;129;14;jah
2021-09-09;308;127;14,7;jah
2021-09-10;267;113;15,5;jah
2021-09-11;267;114;16,1;jah
2021-09-12;281;117;16,1;jah
2021-09-13;347;144;16;jah
2021-09-14;363;160;14,8;jah
2021-09-15;305;124;13,5;jah
2021-09-16;251;106;12,8;jah
2021-09-17;217;93;12,7;jah
2021-09-18;222;94;12,3;jah
2021-09-19;195;83;11,7;jah
2021-09-20;186;81;10,8;jah
2021-09-21;224;96;10,4;jah
2021-09-22;221;95;10,1;jah
2021-09-23;212;89;9,9;jah
2021-09-24;219;96;9,4;jah
2021-09-25;332;129;9,5;jah
2021-09-26;339;128;10;jah
2021-09-27;274;110;9,8;jah
2021-09-28;256;104;10;jah
2021-09-29;257;105;10,2;jah
2021-09-30;249;103;10,2;jah
2021-10-01;277;110;10;jah
2021-10-02;241;97;10,1;jah
2021-10-03;229;93;10;jah
2021-10-04;220;90;10;jah
2021-10-05;248;99;10;jah
2021-10-06;245;99;9,8;jah
2021-10-07;275;109;9,8;jah
2021-10-08;300;116;9,8;jah
2021-10-09;316;119;9,6;jah
2021-10-10;317;120;9,7;jah
2021-10-11;312;116;9,6;jah
2021-10-12;320;120;9,1;jah
2021-10-13;339;128;9;jah
2021-10-14;330;127;8,8;jah
2021-10-15;327;135;8,5;jah
2021-10-16;389;166;8,2;jah
2021-10-17;412;165;7,7;jah
2021-10-18;395;169;7,3;jah
2021-10-19;359;144;7;jah
2021-10-20;312;136;6,3;jah
2021-10-21;359;147;6,7;jah
2021-10-22;349;227;7,1;jah
2021-10-23;403;167;7,2;jah
2021-10-24;387;163;7;jah
2021-10-25;366;162;6,5;jah
2021-10-26;312;153;6,5;jah
2021-10-27;350;169;6,7;jah
2021-10-28;319;158;6,9;jah
2021-10-29;325;160;7,2;jah
2021-10-30;292;147;7,3;jah
2021-10-31;295;147;7,3;jah
2021-11-01;251;133;7,5;jah
2021-11-02;242;128;7,2;jah
2021-11-03;245;131;6,9;jah
2021-11-04;293;140;6,9;jah
2021-11-05;268;145;7;jah
2021-11-06;347;164;6,8;jah
2021-11-07;313;144;6,3;jah
2021-11-08;319;149;5,8;jah
2021-11-09;376;162;5;jah
2021-11-10;373;162;4,5;jah
2021-11-11;378;163;4,7;jah
2021-11-12;415;185;4,6;jah
2021-11-13;364;151;4,9;jah
2021-11-14;341;146;4,8;jah
2021-11-15;332;145;4,5;jah
2021-11-16;346;150;4;jah
2021-11-17;322;139;3,9;jah
2021-11-18;365;157;3,9;jah
2021-11-19;398;159;3,9;jah
2021-11-20;439;191;3,5;jah
2021-11-21;413;162;3,7;jah
2021-11-22;446;166;3;jah
2021-11-23;391;150;2,5;jah
2021-11-24;420;176;2,4;jah
2021-11-25;421;167;2,4;jah
2021-11-26;387;155;2,8;jah
2021-11-27;306;125;2,4;jah
2021-11-28;318;129;1,9;jah
2021-11-29;278;117;1,6;jah
2021-11-30;395;164;0,9;jah
2021-12-01;406;163;1;jah
2021-12-02;295;119;1,1;jah
2021-12-03;351;147;1,2;jah
2021-12-04;352;135;1,3;jah
2021-12-05;278;116;1,3;jah
2021-12-06;291;122;1,3;jah
2021-12-07;317;127;1,3;jah
2021-12-08;278;115;1,4;jah
2021-12-09;224;93;1,7;jah
2021-12-10;175;77;1,3;jah
2021-12-11;217;97;1,1;jah
2021-12-12;279;117;1,3;jah
2021-12-13;285;119;1,5;jah
2021-12-14;299;123;1,5;jah
2021-12-15;342;135;1,6;jah
2021-12-16;352;142;1,6;jah
2021-12-17;362;139;1,5;jah
2021-12-18;382;148;1,5;jah
2021-12-19;359;144;1,4;jah
2021-12-20;322;130;1,2;jah
2021-12-21;355;136;1,1;jah
2021-12-22;355;138;1,1;jah
2021-12-23;380;165;0,9;jah
2021-12-24;336;133;0,9;jah
2021-12-25;419;160;0,8;jah
2021-12-26;425;156;0,7;jah
2021-12-27;372;138;0,9;jah
2021-12-28;314;126;0,8;jah
2021-12-29;254;108;0,8;jah
2021-12-30;300;124;0,8;jah
2021-12-31;332;133;0,8;jah
2022-01-01;351;137;0,8;jah
2022-01-02;323;125;0,9;jah
2022-01-03;319;130;0,9;jah
2022-01-04;350;136;0,9;jah
2022-01-05;393;147;0,9;jah
2022-01-06;422;158;0,8;jah
2022-01-07;481;191;0,7;jah
2022-01-08;451;159;0,9;jah
2022-01-09;442;158;0,9;jah
2022-01-10;410;149;0,9;jah
2022-01-11;403;146;0,9;jah
2022-01-12;422;151;0,8;jah
2022-01-13;425;173;0,8;jah
2022-01-14;471;183;0,7;jah
2022-01-15;479;176;0,7;jah
2022-01-16;481;169;0,8;jah
2022-01-17;444;158;0,7;jah
2022-01-18;496;182;0,7;jah
2022-01-19;547;174;0,8;jah
2022-01-20;437;147;0,9;jah
2022-01-21;440;177;0,7;jah
2022-01-22;437;160;0,7;jah
2022-01-23;439;153;0,8;jah
2022-01-24;459;158;0,8;jah
2022-01-25;464;158;0,8;jah
2022-01-26;422;151;0,8;jah
2022-01-27;458;157;0,8;jah
2022-01-28;388;155;0,8;jah
2022-01-29;407;171;0,8;jah
2022-01-30;382;143;0,8;jah
2022-01-31;442;181;0,7;jah
2022-02-01;497;169;0,7;jah
2022-02-02;474;160;0,8;jah
2022-02-03;516;167;0,8;jah
2022-02-04;429;150;0,8;jah
2022-02-05;452;159;0,7;jah
2022-02-06;546;170;0,8;jah
2022-02-07;493;171;0,8;jah
2022-02-08;574;185;0,7;jah
2022-02-09;552;182;0,7;jah
2022-02-10;568;190;0,7;jah
2022-02-11;582;185;0,7;jah
2022-02-12;578;200;0,6;jah
2022-02-13;541;187;0,7;jah
2022-02-14;513;170;0,8;jah
2022-02-15;509;167;0,8;jah
2022-02-16;492;161;0,9;jah
2022-02-17;463;165;0,8;jah
2022-02-18;580;208;0,8;jah
2022-02-19;516;182;0,9;jah
2022-02-20;546;183;0,8;jah
2022-02-21;457;162;0,9;jah
2022-02-22;531;186;0,8;jah
2022-02-23;536;183;0,7;jah
2022-02-24;523;184;0,7;jah
2022-02-25;469;184;0,7;jah
2022-02-26;518;181;0,6;jah
2022-02-27;537;175;0,6;jah
2022-02-28;528;175;0,7;jah
2022-03-01;484;167;0,8;jah
2022-03-02;454;165;0,8;jah
2022-03-03;439;157;0,8;jah
2022-03-04;452;154;0,9;jah
2022-03-05;424;155;0,9;jah
2022-03-06;427;161;0,9;jah
2022-03-07;390;146;1;jah
2022-03-08;380;139;0,9;jah
2022-03-09;347;132;0,9;jah
2022-03-10;360;136;0,9;jah
2022-03-11;392;150;0,9;jah
2022-03-12;338;129;1;jah
2022-03-13;326;126;1;jah
2022-03-14;316;123;1,1;jah
2022-03-15;296;117;1,3;jah
2022-03-16;284;113;1,4;jah
2022-03-17;275;108;1,6;jah
2022-03-18;275;110;1,6;jah
2022-03-19;296;116;1,7;jah
2022-03-20;311;119;1,7;jah
2022-03-21;292;114;1,8;jah
2022-03-22;282;109;1,9;jah
2022-03-23;292;112;2,1;jah
2022-03-24;310;117;2,2;jah
2022-03-25;326;123;2,5;jah
2022-03-26;394;155;2,3;jah
2022-03-27;358;135;1,1;jah
2022-03-28;355;141;0,8;jah
2022-03-29;340;125;0,8;jah
2022-03-30;385;137;0,7;jah
2022-03-31;355;125;1;jah
2022-04-01;355;124;1,1;jah
2022-04-02;300;110;1,1;jah
2022-04-03;342;121;1,3;jah
2022-04-04;383;131;2;jah
2022-04-05;472;150;1,8;jah
2022-04-06;557;155;1,5;jah
2022-04-07;397;128;1,5;jah
2022-04-08;464;144;1,8;jah
2022-04-09;492;148;2,5;jah
2022-04-10;559;161;2,5;jah
2022-04-11;603;167;2,7;jah
2022-04-12;610;166;2,7;jah
2022-04-13;567;156;3,1;jah
2022-04-14;544;153;3,2;jah
2022-04-15;523;150;3,1;jah
2022-04-16;601;160;2,7;jah
2022-04-17;564;155;3,1;jah
2022-04-18;568;165;3,9;jah
2022-04-19;586;157;4,1;jah
2022-04-20;536;149;4,6;jah
2022-04-21;530;148;5,2;jah
2022-04-22;590;157;6,3;jah
2022-04-23;511;143;6,6;jah
2022-04-24;520;146;6,8;jah
2022-04-25;521;144;6,8;jah
2022-04-26;581;154;7,3;jah
2022-04-27;575;151;7,1;jah
2022-04-28;529;145;7,1;jah
2022-04-29;549;146;7,2;jah
2022-04-30;545;146;7,3;jah
2022-05-01;531;144;7,6;jah
2022-05-02;544;145;8;jah
2022-05-03;570;149;8,4;jah
2022-05-04;567;146;8,1;jah
2022-05-05;487;136;8,4;jah
2022-05-06;456;130;9;jah
2022-05-07;499;139;10,1;jah
2022-05-08;528;150;10,2;jah
2022-05-09;550;146;10,1;jah
2022-05-10;456;131;10,6;jah
2022-05-11;437;128;10,9;jah
2022-05-12;494;144;10,7;jah
2022-05-13;549;155;10,8;jah
2022-05-14;547;148;11,3;jah
2022-05-15;556;160;11,5;jah
2022-05-16;551;159;11,4;jah
2022-05-17;527;149;11,3;jah
2022-05-18;512;155;11,1;jah
2022-05-19;460;133;11;jah
2022-05-20;400;123;11;jah
2022-05-21;394;123;11,2;jah
2022-05-22;451;134;11,5;jah
2022-05-23;485;140;12;jah
2022-05-24;423;129;12,8;jah
2022-05-25;420;130;13,8;jah
2022-05-26;468;140;14;jah
2022-05-27;506;151;13,9;jah
2022-05-28;520;156;13,8;jah
2022-05-29;570;156;13,8;jah
2022-05-30;538;150;14,1;jah
2022-05-31;487;144;14,3;jah
2022-06-01;463;137;14,4;jah
2022-06-02;516;150;15,1;jah
2022-06-03;524;150;14,9;jah
2022-06-04;547;155;15,3;jah
2022-06-05;516;149;15,6;jah
2022-06-06;464;140;16,2;jah
2022-06-07;433;135;16,8;jah
2022-06-08;434;136;17;jah
2022-06-09;423;135;17,7;jah
2022-06-10;437;138;18,4;jah
2022-06-11;424;136;19,1;jah
2022-06-12;431;138;19,6;jah
2022-06-13;444;141;19,5;jah
2022-06-14;477;148;19,2;jah
2022-06-15;608;172;18;jah
2022-06-16;622;171;17,6;jah
2022-06-17;585;167;17,7;jah
2022-06-18;528;158;17,7;jah
2022-06-19;551;165;17,7;jah
2022-06-20;524;158;17,7;jah
2022-06-21;457;148;17,9;jah
2022-06-22;488;153;18,5;jah
2022-06-23;483;155;19,3;jah
2022-06-24;421;141;20,1;jah
2022-06-25;405;141;21,3;jah
2022-06-26;397;140;22,2;jah
2022-06-27;386;138;22,9;jah
2022-06-28;375;136;24;jah
2022-06-29;362;134;24,7;jah
2022-06-30;351;131;24,9;jah
2022-07-01;340;129;25,2;jah
2022-07-02;355;135;25,4;jah
2022-07-03;374;139;25,3;jah
2022-07-04;341;131;25;jah
2022-07-05;379;141;25;jah
2022-07-06;365;138;24;jah
2022-07-07;378;142;23,4;jah
2022-07-08;356;138;22,7;jah
2022-07-09;388;145;22,5;jah
2022-07-10;383;145;22,5;jah
2022-07-11;400;148;22,3;jah
2022-07-12;375;144;22,2;jah
2022-07-13;369;142;22,4;jah
2022-07-14;385;159;22,2;jah
2022-07-15;403;156;21,4;jah
2022-07-16;416;165;20,6;jah
2022-07-17;411;169;19,7;jah
2022-07-18;394;156;19;jah
2022-07-19;369;153;19,1;jah
2022-07-20;410;162;19,3;jah
2022-07-21;307;141;19,7;jah
2022-07-22;288;139;20,9;jah
2022-07-23;316;146;22,1;jah
2022-07-24;318;145;21,8;jah
2022-07-25;313;142;21,6;jah
2022-07-26;297;139;22;jah
2022-07-27;355;152;22;jah
2022-07-28;368;154;21,4;jah
2022-07-29;402;159;21,1;jah
2022-07-30;384;153;20,4;jah
2022-07-31;322;138;20,3;jah
2022-08-01;289;128;20,2;jah
2022-08-02;341;140;19,8;jah
2022-08-03;314;132;20,1;jah
2022-08-04;303;128;20,8;jah
2022-08-05;307;127;21,6;jah
2022-08-06;371;151;22;jah
2022-08-07;385;143;21,4;jah
2022-08-08;374;140;21,1;jah
2022-08-09;385;141;21,2;jah
2022-08-10;388;140;21,6;jah
2022-08-11;389;140;21,7;jah
2022-08-12;386;137;21,7;jah
2022-08-13;367;131;22,1;jah
2022-08-14;341;123;22,4;jah
2022-08-15;320;117;22,9;jah
2022-08-16;320;116;23,6;jah
2022-08-17;333;118;24,1;jah
2022-08-18;334;119;24,6;jah
2022-08-19;331;116;24,8;jah
2022-08-20;313;111;24,3;jah
2022-08-21;314;113;23,4;jah
2022-08-22;352;123;22,7;jah
2022-08-23;336;116;22,5;jah
2022-08-24;350;123;23;jah
2022-08-25;344;119;22,9;jah
2022-08-26;315;112;22,5;jah
2022-08-27;305;110;22,7;jah
2022-08-28;323;115;23,2;jah
2022-08-29;325;113;23,3;jah
2022-08-30;329;117;22,1;jah
2022-08-31;353;122;20,2;jah
2022-09-01;341;119;18,3;jah
2022-09-02;331;115;17;jah
2022-09-03;329;115;16,2;jah
2022-09-04;302;106;15,4;jah
2022-09-05;281;101;14,8;jah
2022-09-06;312;109;14,9;jah
2022-09-07;257;93;14,7;jah
2022-09-08;227;84;14,3;jah
2022-09-09;203;77;14,8;jah
2022-09-10;200;76;15;jah
2022-09-11;208;81;15,1;jah
2022-09-12;220;87;14,9;jah
2022-09-13;217;86;14,8;jah
2022-09-14;209;85;14,7;jah
2022-09-15;265;106;14,7;jah
2022-09-16;302;117;14,5;jah
2022-09-17;332;128;14;jah
2022-09-18;345;131;13,9;jah
2022-09-19;350;135;13,8;jah
2022-09-20;363;135;13,5;jah
2022-09-21;300;122;13,4;jah
2022-09-22;288;121;13,3;jah
2022-09-23;285;120;13,4;jah
2022-09-24;276;118;13,2;jah
2022-09-25;289;122;12,6;jah
2022-09-26;263;114;12,2;jah
2022-09-27;221;99;12,2;jah
2022-09-28;217;99;12;jah
2022-09-29;254;114;11,9;jah
2022-09-30;289;125;11,8;jah
2022-10-01;253;112;11,4;jah
2022-10-02;244;111;11,5;jah
2022-10-03;259;118;10,9;jah
2022-10-04;299;131;10,1;jah
2022-10-05;290;126;10;jah
2022-10-06;347;151;10,2;jah
2022-10-07;401;155;10,5;jah
2022-10-08;373;148;10,7;jah
2022-10-09;378;151;10,6;jah
2022-10-10;345;143;10,3;jah
2022-10-11;340;144;10;jah
2022-10-12;377;151;9,7;jah
2022-10-13;346;144;9,3;jah
2022-10-14;311;136;9,3;jah
2022-10-15;303;134;9,5;jah
2022-10-16;318;140;9,7;jah
2022-10-17;361;169;9,8;jah
2022-10-18;396;155;9,7;jah
2022-10-19;359;147;9,4;jah
2022-10-20;385;148;8,9;jah
2022-10-21;323;137;8,7;jah
2022-10-22;280;125;8,6;jah
2022-10-23;321;137;8,3;jah
2022-10-24;287;125;8;jah
2022-10-25;262;119;7,4;jah
2022-10-26;307;133;7,1;jah
2022-10-27;330;137;7,7;jah
2022-10-28;333;139;7,9;jah
2022-10-29;342;156;8,2;jah
2022-10-30;364;170;7,9;jah
2022-10-31;332;140;6,8;jah
2022-11-01;344;139;6,6;jah
2022-11-02;315;131;6,9;jah
2022-11-03;315;131;7;jah
2022-11-04;290;123;7;jah
2022-11-05;266;117;6,4;jah
2022-11-06;324;135;5,8;jah
2022-11-07;333;135;5,8;jah
2022-11-08;386;147;5,9;jah
2022-11-09;355;140;6,1;jah
2022-11-10;376;145;6,3;jah
2022-11-11;410;164;6,8;jah
2022-11-12;416;181;7,3;jah
2022-11-13;399;162;7,4;jah
2022-11-14;381;144;7,1;jah
2022-11-15;359;135;6,8;jah
2022-11-16;344;134;6,4;jah
2022-11-17;290;118;5,9;jah
2022-11-18;238;102;4,9;jah
2022-11-19;210;94;4;jah
2022-11-20;231;101;2,9;jah
2022-11-21;217;94;2;jah
2022-11-22;249;105;0,9;jah
2022-11-23;243;104;0,8;jah
2022-11-24;231;100;0,9;jah
2022-11-25;216;94;0,9;jah
2022-11-26;225;98;0,8;jah
2022-11-27;237;101;0,8;jah
2022-11-28;215;93;1;jah
2022-11-29;203;89;0,8;jah
2022-11-30;213;93;0,9;jah
2022-12-01;207;89;1;jah
2022-12-02;208;92;0,8;jah
2022-12-03;212;93;0,9;jah
2022-12-04;204;90;0,9;jah
2022-12-05;196;87;0,9;jah
2022-12-06;208;92;0,9;jah
2022-12-07;195;85;1,1;jah
2022-12-08;233;103;1;jah
2022-12-09;251;107;1;jah
2022-12-10;244;103;1;jah
2022-12-11;216;92;1,1;jah
2022-12-12;134;53;1;jah
2022-12-13;249;110;1,1;jah
2022-12-14;280;115;1,1;jah
2022-12-15;228;98;1,1;jah
2022-12-16;224;97;1;jah
2022-12-17;221;98;0,9;jah
2022-12-18;293;123;1;jah
2022-12-19;294;117;1,2;jah
2022-12-20;237;101;1,1;jah
2022-12-21;278;117;1,2;jah
2022-12-22;297;121;1,3;jah
2022-12-23;295;123;1,3;jah
2022-12-24;343;134;1,3;jah
2022-12-25;295;121;1,4;jah
2022-12-26;222;93;1,4;jah
2022-12-27;274;117;1,2;jah
2022-12-28;326;128;1,4;jah
2022-12-29;256;108;1,2;jah
2022-12-30;328;132;1,2;jah
2022-12-31;345;134;1,2;jah
2023-01-01;344;136;1,1;jah
2023-01-02;371;135;1,2;jah
2023-01-03;377;144;0,9;jah
2023-01-04;448;141;1;jah
2023-01-05;341;106;0,8;jah
2023-01-06;484;135;0,8;jah
2023-01-07;373;113;0,9;jah
2023-01-08;364;110;0,8;jah
2023-01-09;349;108;0,7;jah
2023-01-10;443;130;0,8;jah
2023-01-11;508;139;0,8;jah
2023-01-12;448;128;0,7;jah
2023-01-13;480;135;0,7;jah
2023-01-14;560;149;0,9;jah
2023-01-15;540;145;0,8;jah
2023-01-16;604;154;0,9;jah
2023-01-17;429;125;0,8;jah
2023-01-18;545;145;0,9;jah
2023-01-19;540;162;0,8;jah
2023-01-20;544;153;0,7;jah
2023-01-21;525;141;0,7;jah
2023-01-22;476;134;0,6;jah
2023-01-23;489;137;0,6;jah
2023-01-24;600;153;0,7;jah
2023-01-25;592;154;0,7;jah
2023-01-26;561;148;0,7;jah
2023-01-27;531;145;0,6;jah
2023-01-28;550;147;0,5;jah
2023-01-29;529;144;0,6;jah
2023-01-30;580;165;0,6;jah
2023-01-31;612;181;0,5;jah
2023-02-01;606;155;0,7;jah
2023-02-02;614;159;0,6;jah
2023-02-03;669;165;0,6;jah
2023-02-04;568;151;0,4;jah
2023-02-05;673;171;0,6;jah
2023-02-06;628;159;0,6;jah
2023-02-07;599;155;0,7;jah
2023-02-08;602;156;0,6;jah
2023-02-09;702;170;0,6;jah
2023-02-10;597;192;0,4;jah
2023-02-11;623;161;0,5;jah
2023-02-12;631;176;0,4;jah
2023-02-13;663;171;0,4;jah
2023-02-14;637;160;0,4;jah
2023-02-15;567;150;0,7;jah
2023-02-16;510;140;0,7;jah
2023-02-17;498;137;0,8;jah
2023-02-18;497;139;0,7;jah
2023-02-19;618;171;0,7;jah
2023-02-20;612;156;0,7;jah
2023-02-21;540;150;0,6;jah
2023-02-22;616;163;0,6;jah
2023-02-23;594;166;0,6;jah
2023-02-24;583;152;0,7;jah
2023-02-25;525;142;0,7;jah
2023-02-26;585;161;0,6;jah
2023-02-27;594;158;0,7;jah
2023-02-28;606;166;0,6;jah
2023-03-01;591;160;0,6;jah
2023-03-02;592;164;0,6;jah
2023-03-03;601;159;0,7;jah
2023-03-04;529;147;0,7;jah
2023-03-05;555;156;0,8;jah
2023-03-06;547;147;0,8;jah
2023-03-07;519;141;0,8;jah
2023-03-08;463;133;0,7;jah
2023-03-09;534;154;0,6;jah
2023-03-10;506;138;0,8;jah
2023-03-11;390;118;0,7;jah
2023-03-12;572;164;0,6;jah
2023-03-13;506;145;0,7;jah
2023-03-14;495;141;0,7;jah
2023-03-15;489;160;0,7;jah
2023-03-16;506;150;0,7;jah
2023-03-17;509;139;0,9;jah
2023-03-18;462;131;1;jah
2023-03-19;488;137;1,1;jah
2023-03-20;515;141;1,3;jah
2023-03-21;553;148;1,4;jah
2023-03-22;541;143;1,4;jah
2023-03-23;607;154;1,8;jah
2023-03-24;618;156;2,2;jah
2023-03-25;668;172;2,4;jah
2023-03-26;671;163;2,2;jah
2023-03-27;726;172;2,1;jah
2023-03-28;813;180;1,9;jah
2023-03-29;873;187;1,5;jah
2023-03-30;703;163;1,3;jah
2023-03-31;703;163;1,4;jah
2023-04-01;689;162;1,1;jah
2023-04-02;760;171;1,1;jah
2023-04-03;753;169;0,8;jah
2023-04-04;785;175;1,1;jah
2023-04-05;673;156;1,5;jah
2023-04-06;675;159;1,9;jah
2023-04-07;671;157;2,1;jah
2023-04-08;695;161;2,6;jah
2023-04-09;698;161;3,1;jah
2023-04-10;709;163;3,7;jah
2023-04-11;647;152;4;jah
2023-04-12;616;150;4,6;jah
2023-04-13;546;134;4,6;jah
2023-04-14;514;131;4,6;jah
2023-04-15;554;138;4,6;jah
2023-04-16;609;148;4,5;jah
2023-04-17;627;149;5;jah
2023-04-18;588;142;5,1;jah
2023-04-19;527;133;5,4;jah
2023-04-20;592;144;5,9;jah
2023-04-21;595;143;6,3;jah
2023-04-22;540;134;7,2;jah
2023-04-23;589;142;7,8;jah
2023-04-24;606;144;8,3;jah
2023-04-25;565;140;8,9;jah
2023-04-26;606;147;9,1;jah
2023-04-27;633;150;8,9;jah
2023-04-28;603;147;8,9;jah
2023-04-29;611;146;8,8;jah
2023-04-30;613;159;8,6;jah
2023-05-01;625;152;8,6;jah
2023-05-02;601;159;8,7;jah
2023-05-03;617;166;8,8;jah
2023-05-04;603;163;8,7;jah
2023-05-05;579;146;8,1;jah
2023-05-06;485;127;7,8;jah
